id,Fecha,Comuna,Barrio,Problema,Estado,TiempoSolucion
373,3/18/2025,Envigado,Nzérékoré,Alcantarillado colapsado,Solucionado,10
374,5/11/2025,Manrique,Nîmes,Hueco en vía,En proceso,
375,8/14/2024,Belen,Hodkovice nad Mohelkou,Poste caído,Solucionado,8
376,5/19/2025,Envigado,Lai Lai Bisi Kopan,Luminaria dañada,En proceso,
377,1/6/2025,Manrique,Kwakoa,Alcantarillado colapsado,En proceso,
378,12/13/2024,El Poblado,Linköping,Luminaria dañada,Solucionado,22
379,2/20/2025,Castilla,Zastávka,Luminaria dañada,Solucionado,15
380,12/9/2024,La Candelaria,Bayt ‘Anān,Hueco en vía,Solucionado,15
381,12/9/2024,Robledo,Klimontów,Hueco en vía,Solucionado,26
382,11/10/2024,Doce de Octubre,Hualin,Alcantarillado colapsado,Pendiente,
383,1/6/2025,Belen,Al Lagowa,Hueco en vía,En proceso,
384,12/24/2024,Santa Cruz,Três Passos,Poste caído,En proceso,
385,6/16/2024,Doce de Octubre,Tanahgrogot,Luminaria dañada,Solucionado,9
386,1/1/2025,Guayabal,Venda,Poste caído,Solucionado,8
387,7/15/2024,Castilla,Chrysoúpolis,Alcantarillado colapsado,Pendiente,
388,10/14/2024,Villa Hermosa,Cololaca,Alcantarillado colapsado,Solucionado,14
389,5/4/2025,Belen,Heling,Luminaria dañada,En proceso,
390,2/21/2025,Laureles,Las Flores,Hueco en vía,Solucionado,30
391,5/30/2024,Santa Cruz,Pukekohe East,Poste caído,Solucionado,11
392,8/21/2024,Doce de Octubre,Zomba,Hueco en vía,Pendiente,
393,5/23/2025,El Poblado,Kochani,Hueco en vía,En proceso,
394,2/18/2025,El Poblado,Longmenfan,Luminaria dañada,Solucionado,9
395,8/27/2024,Santa Cruz,Mitzpe Ramon,Hueco en vía,Solucionado,15
396,11/19/2024,Castilla,Zielonka,Poste caído,Solucionado,20
397,9/18/2024,Santa Cruz,Gaoqiao,Hueco en vía,En proceso,
398,3/21/2025,Manrique,Zhuangshi,Hueco en vía,Solucionado,10
399,1/22/2025,Aranjuez,Muarasiau,Poste caído,Pendiente,
400,9/8/2024,Manrique,Kozel’shchyna,Hueco en vía,En proceso,
401,10/20/2024,Villa Hermosa,Cartagena,Poste caído,Pendiente,
402,10/8/2024,Itagui,Trmice,Hueco en vía,Solucionado,15
403,1/29/2025,Villa Hermosa,Bala Murghab,Alcantarillado colapsado,En proceso,
404,8/15/2024,Laureles,Cabra Figa,Alcantarillado colapsado,En proceso,
405,2/7/2025,Doce de Octubre,Oemofa,Hueco en vía,Solucionado,11
406,10/13/2024,Villa Hermosa,Aigínio,Poste caído,Pendiente,
407,12/30/2024,Aranjuez,Valencia,Poste caído,En proceso,
408,5/22/2025,Castilla,Bassar,Luminaria dañada,Solucionado,7
409,1/31/2025,Santa Cruz,Pameče,Luminaria dañada,Pendiente,
410,3/20/2025,Santo Domingo,Tertek,Hueco en vía,Pendiente,
411,3/24/2025,Castilla,Santo Niño,Hueco en vía,Solucionado,19
412,9/24/2024,Aranjuez,Shimiaozi,Hueco en vía,En proceso,
413,1/28/2025,Castilla,Wilkołaz,Luminaria dañada,En proceso,
414,5/29/2025,Castilla,Anulid,Luminaria dañada,En proceso,
415,4/10/2025,Aranjuez,Qiancang,Poste caído,Solucionado,4
416,5/26/2025,Laureles,Jiḩānah,Luminaria dañada,En proceso,
417,12/8/2024,San Javier,Dehang,Hueco en vía,Pendiente,
418,3/17/2025,El Poblado,Gaomiaoji,Hueco en vía,En proceso,
419,4/20/2025,Aranjuez,Wolonio,Luminaria dañada,En proceso,
420,8/3/2024,Castilla,Banjar Kajanan,Poste caído,Pendiente,
421,1/15/2025,Doce de Octubre,Saitama,Alcantarillado colapsado,Pendiente,
422,11/22/2024,San Javier,Mizhuang,Hueco en vía,Solucionado,24
423,1/8/2025,Laureles,Kitchener,Poste caído,En proceso,
424,9/17/2024,Villa Hermosa,Kyela,Hueco en vía,En proceso,
425,5/23/2025,Robledo,Charlotte,Luminaria dañada,Solucionado,17
426,7/10/2024,Robledo,Kali,Alcantarillado colapsado,En proceso,
427,4/26/2025,Manrique,Sedatiagung,Luminaria dañada,En proceso,
428,3/24/2025,El Poblado,Tiznit,Hueco en vía,Pendiente,
429,11/17/2024,Manrique,Vryburg,Poste caído,Pendiente,
430,11/14/2024,Laureles,Akhaltsikhe,Alcantarillado colapsado,En proceso,
431,10/29/2024,Itagui,Zhangduangu,Alcantarillado colapsado,Solucionado,16
432,9/2/2024,Envigado,Mandesan,Alcantarillado colapsado,En proceso,
433,8/6/2024,Santo Domingo,Rogów,Poste caído,En proceso,
434,9/20/2024,Doce de Octubre,Stare Miasto,Luminaria dañada,En proceso,
435,6/28/2024,Manrique,Lwengo,Alcantarillado colapsado,Pendiente,
436,12/15/2024,Aranjuez,Jince,Luminaria dañada,En proceso,
437,3/24/2025,Aranjuez,Kopong,Hueco en vía,Solucionado,13
438,12/13/2024,Manrique,Aachen,Alcantarillado colapsado,Solucionado,6
439,9/8/2024,San Javier,Saint-Brieuc,Luminaria dañada,En proceso,
440,1/2/2025,Doce de Octubre,Santa Rosa,Alcantarillado colapsado,En proceso,
441,3/1/2025,El Poblado,Munkfors,Poste caído,En proceso,
442,10/5/2024,Aranjuez,Creil,Poste caído,Solucionado,15
443,11/22/2024,Belen,El Real,Alcantarillado colapsado,Solucionado,22
444,2/25/2025,Laureles,Puunage,Alcantarillado colapsado,Solucionado,14
445,9/29/2024,Doce de Octubre,Nggambel,Hueco en vía,Solucionado,7
446,5/7/2025,Manrique,Beiguoyuan,Hueco en vía,En proceso,
447,10/29/2024,Aranjuez,Pegongan,Alcantarillado colapsado,En proceso,
448,1/19/2025,Laureles,Santa Luzia,Luminaria dañada,Pendiente,
449,12/12/2024,Aranjuez,Qujiang,Hueco en vía,Solucionado,15
450,1/17/2025,Santo Domingo,Quetta,Luminaria dañada,Pendiente,
451,12/15/2024,Manrique,Cruz,Luminaria dañada,Solucionado,7
452,10/3/2024,Manrique,Longquan,Poste caído,Solucionado,27
453,12/27/2024,Robledo,Kidričevo,Poste caído,Pendiente,
454,10/26/2024,Aranjuez,Staritsa,Luminaria dañada,Solucionado,6
455,6/8/2024,Aranjuez,Pawing,Alcantarillado colapsado,En proceso,
456,8/23/2024,Villa Hermosa,Bettendorf,Alcantarillado colapsado,En proceso,
457,7/9/2024,Laureles,Garden Grove,Alcantarillado colapsado,Pendiente,
458,1/16/2025,Doce de Octubre,Los Angeles,Alcantarillado colapsado,En proceso,
459,6/2/2024,Aranjuez,Atyrá,Hueco en vía,Solucionado,6
460,7/13/2024,Envigado,Tidaholm,Poste caído,Solucionado,11
461,9/25/2024,Laureles,Kertasari,Luminaria dañada,Solucionado,28
462,3/15/2025,Manrique,Al Jubayhah,Hueco en vía,Pendiente,
463,3/22/2025,Villa Hermosa,Chating,Luminaria dañada,En proceso,
464,5/18/2025,Doce de Octubre,Benito Juarez,Hueco en vía,Solucionado,27
465,4/23/2025,Robledo,Altan-Ovoo,Alcantarillado colapsado,Pendiente,
466,6/2/2024,Aranjuez,Longjin,Hueco en vía,Solucionado,28
467,10/16/2024,Envigado,Dongfeng,Poste caído,En proceso,
468,10/13/2024,Laureles,Cilegi,Poste caído,Solucionado,23
469,2/26/2025,Belen,Ozalj,Luminaria dañada,Solucionado,4
470,10/7/2024,Itagui,Brusyliv,Alcantarillado colapsado,En proceso,
471,4/20/2025,Doce de Octubre,Margotuhu Kidul,Hueco en vía,Solucionado,29
472,3/1/2025,Santa Cruz,Shantou,Poste caído,Pendiente,
473,5/27/2025,Castilla,Oklahoma City,Luminaria dañada,Pendiente,
474,12/9/2024,La Candelaria,Miguel Aleman,Poste caído,Pendiente,
475,11/20/2024,Doce de Octubre,Casselman,Hueco en vía,En proceso,
476,8/7/2024,Belen,Terang,Alcantarillado colapsado,Solucionado,16
477,3/7/2025,Doce de Octubre,Languan,Poste caído,Pendiente,
478,10/27/2024,Aranjuez,Lipce Reymontowskie,Hueco en vía,En proceso,
479,10/21/2024,El Poblado,Shijia,Alcantarillado colapsado,En proceso,
480,12/7/2024,Santa Cruz,Gakem,Hueco en vía,En proceso,
481,3/5/2025,Doce de Octubre,Vecpiebalga,Luminaria dañada,Solucionado,15
482,2/9/2025,Manrique,Walichnowy,Hueco en vía,Pendiente,
483,10/7/2024,San Javier,Libiąż,Hueco en vía,Pendiente,
484,2/15/2025,Castilla,Nouméa,Luminaria dañada,En proceso,
485,5/23/2025,Belen,Baturaden,Poste caído,Solucionado,15
486,6/7/2024,Aranjuez,Mapulo,Alcantarillado colapsado,Pendiente,
487,12/30/2024,Santo Domingo,Weiwangzhuang,Alcantarillado colapsado,Solucionado,15
488,10/21/2024,Manrique,Indramayu,Hueco en vía,Pendiente,
489,9/17/2024,Aranjuez,Vila Nova de Santo André,Alcantarillado colapsado,Solucionado,13
490,9/29/2024,Laureles,Huatan,Luminaria dañada,Pendiente,
491,7/25/2024,Santo Domingo,Baleal,Alcantarillado colapsado,Pendiente,
492,3/9/2025,Doce de Octubre,Karakul’,Luminaria dañada,En proceso,
493,11/18/2024,Belen,Shofirkon,Luminaria dañada,Pendiente,
494,10/25/2024,Laureles,Pittsburgh,Poste caído,Pendiente,
495,10/1/2024,Villa Hermosa,Gostyń,Luminaria dañada,Solucionado,12
496,10/28/2024,El Poblado,Jinshanwei,Hueco en vía,En proceso,
497,5/20/2025,Manrique,Matingain,Alcantarillado colapsado,En proceso,
498,11/9/2024,Aranjuez,Konakridee,Hueco en vía,En proceso,
499,12/31/2024,Santo Domingo,Sheffield,Alcantarillado colapsado,Pendiente,
500,9/4/2024,Manrique,Itapeva,Alcantarillado colapsado,Solucionado,17
