id,Fecha,Comuna,Barrio,Problema,Estado,TiempoSolucion
367,11/3/2024,Aranjuez,Coromandel,Alcantarillado colapsado,En proceso,
368,12/10/2024,Doce de Octubre,Nganane,Alcantarillado colapsado,Pendiente,
369,8/2/2024,Villa Hermosa,La Sarre,Poste caído,En proceso,
370,1/4/2025,Itagui,Tembeling,Poste caído,En proceso,
371,8/1/2024,Itagui,Parravak’ar,Hueco en vía,Pendiente,
372,5/29/2025,Manrique,Rabig,Poste caído,Pendiente,
373,12/23/2024,El Poblado,Pato Branco,Luminaria dañada,En proceso,
374,1/16/2025,Envigado,Blois,Poste caído,Solucionado,30
375,11/11/2024,Laureles,Ciudad Sandino,Poste caído,Solucionado,8
376,6/23/2024,Guayabal,Smedjebacken,Poste caído,Solucionado,8
377,4/27/2025,Santo Domingo,São Luís de Montes Belos,Hueco en vía,En proceso,
378,8/19/2024,Aranjuez,Bussum,Alcantarillado colapsado,Solucionado,10
379,8/4/2024,Aranjuez,Lárdos,Luminaria dañada,Pendiente,
380,10/9/2024,Belen,Sidikalang,Alcantarillado colapsado,Solucionado,17
381,3/30/2025,Doce de Octubre,Campo Verde,Poste caído,Pendiente,
382,8/20/2024,Santa Cruz,Washington,Luminaria dañada,En proceso,
383,5/23/2025,Robledo,Pangradin Satu,Hueco en vía,Solucionado,22
384,3/2/2025,Villa Hermosa,Krasnyy Oktyabr’,Luminaria dañada,Pendiente,
385,5/21/2025,Doce de Octubre,Geshan,Hueco en vía,Pendiente,
386,9/26/2024,Aranjuez,Iwye,Alcantarillado colapsado,En proceso,
387,3/29/2025,Santa Cruz,Lianhe,Hueco en vía,Pendiente,
388,9/25/2024,Doce de Octubre,Ojo de Agua,Alcantarillado colapsado,En proceso,
389,4/12/2025,Laureles,Gavrilov-Yam,Alcantarillado colapsado,En proceso,
390,6/26/2024,Itagui,Port Said,Hueco en vía,Solucionado,4
391,12/22/2024,Santa Cruz,Paris La Défense,Alcantarillado colapsado,Solucionado,29
392,5/22/2025,Manrique,Saint-Avertin,Luminaria dañada,Solucionado,14
393,5/14/2025,Santo Domingo,Libei,Hueco en vía,En proceso,
394,6/26/2024,Santo Domingo,Huangyang,Poste caído,Pendiente,
395,1/6/2025,Aranjuez,Thaton,Luminaria dañada,En proceso,
396,7/20/2024,Doce de Octubre,Kathu,Hueco en vía,Pendiente,
397,12/13/2024,Villa Hermosa,Mudanjiang,Alcantarillado colapsado,Pendiente,
398,9/20/2024,Laureles,Huangcun,Alcantarillado colapsado,En proceso,
399,11/23/2024,San Javier,Almeirim,Hueco en vía,En proceso,
400,3/22/2025,Aranjuez,Maluko,Poste caído,En proceso,
401,8/28/2024,Manrique,Hoani,Poste caído,Solucionado,4
402,4/12/2025,Manrique,Shunling,Alcantarillado colapsado,Solucionado,29
403,7/31/2024,Belen,Vargön,Poste caído,Pendiente,
404,6/25/2024,Santa Cruz,São João de Meriti,Alcantarillado colapsado,En proceso,
405,8/13/2024,Envigado,Érd,Hueco en vía,Pendiente,
406,4/16/2025,Aranjuez,Goiatuba,Luminaria dañada,Pendiente,
407,7/16/2024,Manrique,Kafir Qala,Alcantarillado colapsado,En proceso,
408,12/9/2024,Santa Cruz,Huangjin,Luminaria dañada,En proceso,
409,5/24/2025,Santa Cruz,Memaliaj,Hueco en vía,En proceso,
410,11/14/2024,Aranjuez,San Jerónimo,Poste caído,Pendiente,
411,11/19/2024,La Candelaria,Nanjie,Poste caído,Pendiente,
412,5/3/2025,Robledo,Tinabogan,Poste caído,Pendiente,
413,4/18/2025,Aranjuez,Aranos,Luminaria dañada,Solucionado,13
414,5/27/2025,Santa Cruz,Lago da Pedra,Poste caído,Solucionado,24
415,11/19/2024,Santa Cruz,Robertsfors,Poste caído,Pendiente,
416,11/2/2024,San Javier,Xikou,Luminaria dañada,Pendiente,
417,12/19/2024,San Javier,Donghui,Hueco en vía,Pendiente,
418,8/22/2024,Guayabal,Bugarama,Luminaria dañada,Solucionado,15
419,2/17/2025,Robledo,Węgry,Poste caído,En proceso,
420,10/6/2024,Manrique,Kasama,Luminaria dañada,Pendiente,
421,12/9/2024,Manrique,Tarata,Luminaria dañada,En proceso,
422,2/6/2025,Villa Hermosa,Duzhou,Luminaria dañada,En proceso,
423,7/27/2024,Villa Hermosa,Tsyelyakhany,Alcantarillado colapsado,Solucionado,17
424,1/18/2025,Santa Cruz,Wonosari,Alcantarillado colapsado,Pendiente,
425,6/20/2024,Belen,Sadar,Poste caído,Solucionado,28
426,7/20/2024,Itagui,Wenquan,Poste caído,Pendiente,
427,2/3/2025,Laureles,Jurovski Dol,Poste caído,Solucionado,16
428,11/5/2024,Manrique,Krimpen aan den IJssel,Hueco en vía,Pendiente,
429,6/29/2024,Aranjuez,San Andres,Alcantarillado colapsado,Solucionado,16
430,1/28/2025,La Candelaria,Nossa Senhora da Glória,Alcantarillado colapsado,En proceso,
431,9/7/2024,Belen,Maclear,Poste caído,Pendiente,
432,12/4/2024,Manrique,Saint Louis,Poste caído,Pendiente,
433,8/14/2024,Aranjuez,Glencoe,Hueco en vía,Pendiente,
434,1/11/2025,Laureles,Mabuhay,Hueco en vía,Solucionado,11
435,5/1/2025,Envigado,Sindangsari,Hueco en vía,Pendiente,
436,8/27/2024,Laureles,Thāru Shāh,Luminaria dañada,En proceso,
437,5/18/2025,Santa Cruz,Telagaselaba,Hueco en vía,En proceso,
438,8/19/2024,Aranjuez,Kebon,Poste caído,Pendiente,
439,12/18/2024,Itagui,Miami,Luminaria dañada,Pendiente,
440,12/7/2024,Doce de Octubre,Dongjie,Luminaria dañada,Pendiente,
441,9/26/2024,Itagui,Navatat,Luminaria dañada,En proceso,
442,10/29/2024,Doce de Octubre,San José,Poste caído,En proceso,
443,9/23/2024,Santo Domingo,Chum Phae,Hueco en vía,Pendiente,
444,7/8/2024,Manrique,Minyat an Naşr,Luminaria dañada,Solucionado,12
445,8/14/2024,Manrique,Chengfeng,Poste caído,En proceso,
446,6/9/2024,Manrique,Dalsjöfors,Hueco en vía,Pendiente,
447,4/8/2025,Santo Domingo,Santo André,Hueco en vía,Solucionado,18
448,2/28/2025,Aranjuez,Korenovsk,Hueco en vía,Pendiente,
449,8/13/2024,Aranjuez,Jiangcun,Poste caído,Pendiente,
450,10/2/2024,Itagui,Dukay,Alcantarillado colapsado,Pendiente,
451,9/24/2024,Belen,Non Sung,Hueco en vía,En proceso,
452,8/31/2024,Doce de Octubre,Sé,Luminaria dañada,En proceso,
453,3/29/2025,Envigado,Pailitas,Luminaria dañada,Pendiente,
454,4/21/2025,Laureles,Astorga,Alcantarillado colapsado,Pendiente,
455,5/2/2025,Manrique,Otllak,Poste caído,Pendiente,
456,12/30/2024,Aranjuez,Lameiras,Poste caído,Pendiente,
457,12/25/2024,Doce de Octubre,Andilamena,Poste caído,Solucionado,10
458,6/7/2024,Aranjuez,Sankwia,Poste caído,Pendiente,
459,8/12/2024,Robledo,Cordova,Alcantarillado colapsado,Pendiente,
460,5/30/2024,Doce de Octubre,Carcar,Hueco en vía,En proceso,
461,9/17/2024,Santa Cruz,Bijaepasu,Poste caído,Solucionado,15
462,11/23/2024,Manrique,Jiujiang,Alcantarillado colapsado,Pendiente,
463,12/22/2024,Laureles,São Carlos,Alcantarillado colapsado,En proceso,
464,6/16/2024,Aranjuez,Mahikeng,Poste caído,Solucionado,25
465,4/6/2025,Robledo,Mathba,Poste caído,En proceso,
466,4/24/2025,El Poblado,Curvelo,Luminaria dañada,En proceso,
467,11/30/2024,Itagui,Shahkot,Poste caído,En proceso,
468,2/13/2025,Laureles,Novokhovrino,Luminaria dañada,En proceso,
469,5/26/2025,Guayabal,Fandriana,Alcantarillado colapsado,En proceso,
470,4/21/2025,Doce de Octubre,Bajram Curri,Luminaria dañada,Solucionado,14
471,9/27/2024,Castilla,Bulu,Hueco en vía,Solucionado,27
472,7/27/2024,Aranjuez,Jasienica,Hueco en vía,Solucionado,21
473,10/30/2024,El Poblado,Qŭrghontepa,Hueco en vía,En proceso,
474,9/19/2024,Aranjuez,Bandhagen,Alcantarillado colapsado,Pendiente,
475,10/22/2024,Belen,Pajoreja,Hueco en vía,Pendiente,
476,6/13/2024,San Javier,Villanueva,Luminaria dañada,Solucionado,22
477,7/26/2024,La Candelaria,Rumboci,Poste caído,Pendiente,
478,4/24/2025,Villa Hermosa,Hexi,Poste caído,Solucionado,6
479,2/26/2025,Envigado,Levallois-Perret,Alcantarillado colapsado,Pendiente,
480,5/10/2025,Doce de Octubre,Billa,Hueco en vía,Pendiente,
481,12/30/2024,Robledo,Outlook,Poste caído,Solucionado,29
482,2/5/2025,Aranjuez,Taoyuan,Hueco en vía,Solucionado,26
483,12/18/2024,Castilla,Staryy Saltiv,Hueco en vía,En proceso,
484,6/6/2024,San Javier,Salerno,Poste caído,Pendiente,
485,9/14/2024,Santo Domingo,El Perico,Alcantarillado colapsado,Solucionado,7
486,12/28/2024,Itagui,Dillenburg,Hueco en vía,En proceso,
487,4/7/2025,Doce de Octubre,Bambakashat,Poste caído,Solucionado,17
488,1/4/2025,Aranjuez,Mubende,Luminaria dañada,Pendiente,
489,4/24/2025,San Javier,Wilkowice,Hueco en vía,En proceso,
490,5/10/2025,El Poblado,Ban Phue,Poste caído,Solucionado,17
491,11/13/2024,Manrique,Nong Muang,Alcantarillado colapsado,Solucionado,7
492,4/23/2025,Doce de Octubre,El Rosario,Alcantarillado colapsado,En proceso,
493,10/14/2024,Castilla,Zabukovica,Alcantarillado colapsado,En proceso,
494,9/3/2024,Envigado,Kholmsk,Hueco en vía,En proceso,
495,3/15/2025,Aranjuez,Havtsal,Hueco en vía,En proceso,
496,10/6/2024,San Javier,Aba,Poste caído,En proceso,
497,8/8/2024,Belen,Sisŏphŏn,Alcantarillado colapsado,Solucionado,19
498,7/18/2024,Villa Hermosa,Gedongmulyo,Luminaria dañada,Solucionado,23
499,7/17/2024,Doce de Octubre,São Miguel da Carreira,Alcantarillado colapsado,Pendiente,
500,4/18/2025,Laureles,Agen,Alcantarillado colapsado,En proceso,
501,5/23/2025,Manrique,Hongchang,Alcantarillado colapsado,Solucionado,18
502,6/29/2024,Santa Cruz,Zlín,Luminaria dañada,Pendiente,
503,8/3/2024,Villa Hermosa,Kurunegala,Poste caído,Solucionado,18
504,8/25/2024,El Poblado,Vista Hermosa,Alcantarillado colapsado,En proceso,
505,3/4/2025,San Javier,Yachimata,Luminaria dañada,En proceso,
506,8/13/2024,Itagui,Oras,Hueco en vía,En proceso,
507,7/7/2024,Villa Hermosa,Chor,Hueco en vía,Pendiente,
508,11/19/2024,Manrique,Yélimané,Poste caído,Pendiente,
509,1/2/2025,Doce de Octubre,Sävsjö,Luminaria dañada,Pendiente,
510,4/27/2025,Envigado,Barra dos Coqueiros,Alcantarillado colapsado,Pendiente,
511,4/14/2025,El Poblado,Aimorés,Alcantarillado colapsado,Solucionado,28
512,1/16/2025,Aranjuez,Jinshan,Luminaria dañada,Solucionado,4
513,12/6/2024,Aranjuez,Shijak,Poste caído,Solucionado,7
514,12/28/2024,Santa Cruz,Staraya Stanitsa,Luminaria dañada,En proceso,
515,8/13/2024,Envigado,Moengo,Poste caído,En proceso,
516,12/20/2024,Doce de Octubre,Alderetes,Alcantarillado colapsado,En proceso,
517,11/11/2024,El Poblado,Brańsk,Poste caído,Pendiente,
518,10/8/2024,Aranjuez,Neryungri,Luminaria dañada,En proceso,
519,2/3/2025,Robledo,Bode Sadu,Alcantarillado colapsado,En proceso,
520,7/22/2024,Manrique,Leping,Hueco en vía,Pendiente,
521,10/13/2024,Belen,Tuopu,Alcantarillado colapsado,En proceso,
522,12/5/2024,Santo Domingo,Ares Tengah,Poste caído,En proceso,
523,3/28/2025,Manrique,Uarini,Poste caído,En proceso,
524,2/21/2025,Guayabal,Cartí Suitupo,Luminaria dañada,Pendiente,
525,9/12/2024,Santa Cruz,Skore,Alcantarillado colapsado,Pendiente,
526,1/4/2025,Manrique,Ngluweng Dua,Hueco en vía,Solucionado,22
527,8/22/2024,Manrique,Yushan,Alcantarillado colapsado,En proceso,
528,1/10/2025,Aranjuez,Linëvo,Alcantarillado colapsado,En proceso,
529,4/17/2025,Villa Hermosa,Belle-Anse,Luminaria dañada,Pendiente,
530,1/28/2025,Aranjuez,Balud,Hueco en vía,Pendiente,
531,8/6/2024,Doce de Octubre,Staraya Kupavna,Luminaria dañada,Solucionado,25
532,4/23/2025,Guayabal,Lençóis Paulista,Luminaria dañada,Solucionado,7
533,6/1/2024,El Poblado,Al ‘Ayzarīyah,Hueco en vía,Solucionado,14
534,10/12/2024,Castilla,São Francisco do Conde,Luminaria dañada,Pendiente,
535,6/8/2024,Belen,San Andrés Villa Seca,Poste caído,Pendiente,
536,10/21/2024,Envigado,Thị Trấn Yên Ninh,Luminaria dañada,Solucionado,27
537,3/28/2025,Manrique,Kunčina,Poste caído,Pendiente,
538,7/5/2024,Belen,Richky,Luminaria dañada,En proceso,
539,10/17/2024,Envigado,Flers,Hueco en vía,En proceso,
540,1/4/2025,Santa Cruz,Canindé,Luminaria dañada,Solucionado,22
541,11/28/2024,La Candelaria,Letpandan,Luminaria dañada,Solucionado,19
542,4/11/2025,Manrique,Las Vegas,Poste caído,En proceso,
543,2/18/2025,Belen,Markham,Hueco en vía,En proceso,
544,2/15/2025,La Candelaria,Lazarat,Hueco en vía,Pendiente,
545,7/14/2024,San Javier,Bangbayang,Luminaria dañada,Pendiente,
546,10/17/2024,Guayabal,Oliveira do Conde,Luminaria dañada,En proceso,
547,11/17/2024,San Javier,Sexmoan,Alcantarillado colapsado,Pendiente,
548,8/25/2024,Laureles,Sonquil,Hueco en vía,Solucionado,21
549,12/30/2024,Doce de Octubre,Schroeder,Alcantarillado colapsado,Solucionado,5
550,12/8/2024,Laureles,Lingyuan,Alcantarillado colapsado,En proceso,
551,10/13/2024,Robledo,Kuaidamao,Alcantarillado colapsado,Pendiente,
552,11/21/2024,Aranjuez,Agkathiá,Alcantarillado colapsado,Solucionado,26
553,3/2/2025,Itagui,Wasior,Alcantarillado colapsado,Pendiente,
554,7/26/2024,La Candelaria,Zhoupu,Hueco en vía,Pendiente,
555,6/16/2024,Guayabal,Caseros,Luminaria dañada,Solucionado,24
556,10/26/2024,Doce de Octubre,Malakwāl,Alcantarillado colapsado,Pendiente,
557,6/19/2024,La Candelaria,Sucha,Luminaria dañada,Pendiente,
558,4/29/2025,Aranjuez,Yancheng,Alcantarillado colapsado,Solucionado,19
559,9/3/2024,La Candelaria,Xianyuan,Alcantarillado colapsado,Solucionado,4
560,2/21/2025,Guayabal,Bussum,Poste caído,En proceso,
561,12/21/2024,Guayabal,Shuqiao,Luminaria dañada,Pendiente,
562,10/10/2024,Laureles,Dzüünharaa,Luminaria dañada,En proceso,
563,7/5/2024,Aranjuez,Kavajë,Poste caído,Pendiente,
564,2/7/2025,Itagui,Banjar Madangan Kaja,Hueco en vía,En proceso,
565,3/24/2025,Robledo,Zelenoborskiy,Luminaria dañada,En proceso,
566,8/30/2024,Aranjuez,Sumbermanggis,Hueco en vía,Solucionado,8
567,10/18/2024,El Poblado,Nizhniy Ufaley,Poste caído,Solucionado,12
568,8/2/2024,Aranjuez,Anyar,Hueco en vía,Solucionado,26
569,4/2/2025,Santo Domingo,Rodolívos,Luminaria dañada,En proceso,
570,7/10/2024,Aranjuez,Hema,Poste caído,Pendiente,
571,8/15/2024,Itagui,Yao’an,Luminaria dañada,En proceso,
572,12/19/2024,Manrique,Labège,Alcantarillado colapsado,Solucionado,22
573,11/6/2024,Santa Cruz,Oke Ila,Poste caído,Pendiente,
574,8/11/2024,La Candelaria,Qiaozhen,Luminaria dañada,Solucionado,18
575,6/13/2024,Santo Domingo,Chaeryŏng-ŭp,Hueco en vía,Pendiente,
576,4/30/2025,La Candelaria,Saint-Bruno,Hueco en vía,Pendiente,
577,2/12/2025,El Poblado,Ermida,Alcantarillado colapsado,Solucionado,16
578,6/15/2024,Santa Cruz,Sarlat-la-Canéda,Luminaria dañada,En proceso,
579,11/1/2024,Doce de Octubre,København,Hueco en vía,Solucionado,13
580,5/11/2025,El Poblado,Barreiro do Jaíba,Alcantarillado colapsado,Pendiente,
581,8/8/2024,Santa Cruz,Dualing,Hueco en vía,Pendiente,
582,8/2/2024,Castilla,Mardakyany,Poste caído,Solucionado,26
583,11/24/2024,El Poblado,Judaydah,Luminaria dañada,Solucionado,8
584,6/17/2024,Aranjuez,Sindang,Alcantarillado colapsado,Solucionado,28
585,1/18/2025,Santa Cruz,Cruz,Luminaria dañada,Pendiente,
586,10/22/2024,Itagui,Liangshuijing,Alcantarillado colapsado,Pendiente,
587,4/6/2025,Villa Hermosa,Huang’ao,Luminaria dañada,Solucionado,15
588,1/14/2025,Doce de Octubre,Alcorriol,Alcantarillado colapsado,En proceso,
589,1/25/2025,La Candelaria,Bhairab Bāzār,Alcantarillado colapsado,Solucionado,30
590,4/2/2025,Envigado,Mikulintsy,Poste caído,Pendiente,
591,3/25/2025,El Poblado,Sabana Grande de Palenque,Poste caído,Solucionado,24
592,5/24/2025,Castilla,Trudobelikovskiy,Luminaria dañada,Solucionado,9
593,6/4/2024,Santo Domingo,Guangming,Poste caído,Solucionado,27
594,6/18/2024,Laureles,Thị Trấn Yên Cát,Alcantarillado colapsado,Pendiente,
595,5/31/2024,Aranjuez,Logung,Alcantarillado colapsado,Pendiente,
596,7/14/2024,Doce de Octubre,Kaloyanovo,Alcantarillado colapsado,En proceso,
597,3/23/2025,Guayabal,Trafaria,Luminaria dañada,En proceso,
598,10/14/2024,Santo Domingo,Xinglongquan,Poste caído,Pendiente,
599,2/27/2025,Belen,Masumbwe,Poste caído,Pendiente,
600,10/12/2024,Santa Cruz,Wissembourg,Luminaria dañada,En proceso,
601,6/19/2024,Doce de Octubre,Sława,Luminaria dañada,Pendiente,
602,6/4/2024,Villa Hermosa,Igcocolo,Hueco en vía,Pendiente,
603,4/14/2025,Itagui,Banjar Bias,Alcantarillado colapsado,En proceso,
604,5/3/2025,Doce de Octubre,Amsterdam-Oost,Luminaria dañada,Solucionado,4
605,10/14/2024,Itagui,Kobilje,Alcantarillado colapsado,Pendiente,
606,3/17/2025,Guayabal,Bogdanovich,Poste caído,En proceso,
607,8/12/2024,Itagui,Sabanalarga,Alcantarillado colapsado,Solucionado,27
608,2/28/2025,Envigado,Tha Mai,Hueco en vía,Solucionado,15
609,10/16/2024,Aranjuez,Nabunturan,Poste caído,Solucionado,18
610,1/2/2025,Doce de Octubre,Marićka,Poste caído,En proceso,
611,4/19/2025,Castilla,Zliv,Hueco en vía,En proceso,
612,9/6/2024,Manrique,Hekou,Poste caído,En proceso,
613,2/15/2025,Villa Hermosa,Cocabamba,Poste caído,En proceso,
614,2/9/2025,San Javier,Xitiangezhuang,Alcantarillado colapsado,En proceso,
615,12/29/2024,La Candelaria,Kannus,Poste caído,Solucionado,22
616,1/20/2025,Robledo,Lawa-an,Luminaria dañada,En proceso,
617,8/1/2024,Doce de Octubre,Levashi,Poste caído,Pendiente,
618,12/31/2024,Aranjuez,Iksha,Alcantarillado colapsado,Solucionado,20
619,6/7/2024,Aranjuez,Taliouine,Hueco en vía,Solucionado,27
620,6/16/2024,Aranjuez,Pawitan,Alcantarillado colapsado,Pendiente,
621,6/19/2024,Santo Domingo,Pescara,Poste caído,Solucionado,23
622,11/22/2024,Doce de Octubre,Xijiao,Poste caído,En proceso,
623,4/8/2025,Castilla,Ekazhevo,Poste caído,En proceso,
624,4/24/2025,Villa Hermosa,Ad Darbāsīyah,Alcantarillado colapsado,Solucionado,17
625,1/7/2025,El Poblado,Tabuaço,Poste caído,Pendiente,
626,11/19/2024,Manrique,Burla,Poste caído,Solucionado,16
627,10/6/2024,Doce de Octubre,Tatou,Poste caído,En proceso,
628,11/20/2024,Laureles,Alis,Alcantarillado colapsado,Solucionado,30
629,12/17/2024,Doce de Octubre,Río Grande,Luminaria dañada,Pendiente,
630,9/25/2024,San Javier,Badīn,Luminaria dañada,Pendiente,
631,9/21/2024,Laureles,Ágios Vasíleios,Poste caído,En proceso,
632,12/10/2024,Aranjuez,Sorochinsk,Poste caído,En proceso,
633,5/14/2025,Santo Domingo,Stockholm,Luminaria dañada,En proceso,
634,10/17/2024,Santa Cruz,Paris 16,Luminaria dañada,Pendiente,
635,3/28/2025,Aranjuez,Ziyang Chengguanzhen,Hueco en vía,Solucionado,19
636,7/3/2024,Itagui,Sutukoba,Luminaria dañada,Solucionado,29
637,8/21/2024,Santa Cruz,Curuggoong,Hueco en vía,En proceso,
638,1/22/2025,Belen,Sanxing,Alcantarillado colapsado,Solucionado,24
639,4/7/2025,Castilla,Sovetskoye,Alcantarillado colapsado,Solucionado,12
640,6/17/2024,La Candelaria,Marigot,Hueco en vía,En proceso,
641,1/22/2025,Guayabal,San Lorenzo,Poste caído,Solucionado,22
642,10/8/2024,Santa Cruz,Hongling,Hueco en vía,Pendiente,
643,10/24/2024,Robledo,Puncakmanis,Luminaria dañada,Solucionado,16
644,7/14/2024,Aranjuez,Mizunami,Alcantarillado colapsado,Pendiente,
645,11/5/2024,Robledo,San Fernando del Valle de Catamarca,Hueco en vía,Solucionado,30
646,3/12/2025,Castilla,Tostado,Hueco en vía,Pendiente,
647,2/27/2025,Guayabal,Fosses,Alcantarillado colapsado,Solucionado,17
648,1/31/2025,San Javier,Chitagá,Hueco en vía,Solucionado,25
649,11/3/2024,Manrique,Ayrihuanca,Luminaria dañada,Pendiente,
650,7/13/2024,Santo Domingo,Tílisos,Hueco en vía,Solucionado,24
651,3/31/2025,El Poblado,Nangewer,Alcantarillado colapsado,Solucionado,24
652,5/9/2025,Santo Domingo,Urzuf,Hueco en vía,Solucionado,20
653,7/27/2024,Itagui,Oepula,Luminaria dañada,Pendiente,
654,3/18/2025,Doce de Octubre,Ouidah,Luminaria dañada,En proceso,
655,4/27/2025,Aranjuez,Mabunga,Hueco en vía,Pendiente,
656,11/23/2024,Aranjuez,Sokołów Podlaski,Luminaria dañada,Pendiente,
657,12/28/2024,Aranjuez,Horní Štěpánov,Luminaria dañada,Solucionado,19
658,7/10/2024,Laureles,Qīr Moāv,Luminaria dañada,Pendiente,
659,11/4/2024,Villa Hermosa,Kuybyshevo,Poste caído,En proceso,
660,1/20/2025,Castilla,Gan Yavne,Luminaria dañada,En proceso,
661,6/19/2024,Envigado,At Tawāhī,Hueco en vía,Pendiente,
662,5/29/2025,Aranjuez,Candating,Alcantarillado colapsado,En proceso,
663,11/3/2024,Robledo,El Guamo,Alcantarillado colapsado,Solucionado,18
664,8/12/2024,Aranjuez,Khorramābād,Alcantarillado colapsado,En proceso,
665,5/21/2025,Villa Hermosa,Al Marsá,Poste caído,Solucionado,5
666,2/1/2025,Castilla,Phan Thong,Luminaria dañada,En proceso,
667,12/5/2024,Manrique,Robertsport,Poste caído,En proceso,
668,4/29/2025,Itagui,Bokino,Poste caído,Solucionado,10
669,4/17/2025,Itagui,Baoshan,Poste caído,En proceso,
670,4/24/2025,Robledo,Ravne,Hueco en vía,Solucionado,23
671,2/2/2025,Robledo,Metz,Poste caído,Solucionado,26
672,12/5/2024,Aranjuez,Malesína,Hueco en vía,En proceso,
673,6/22/2024,Castilla,Debre Mark’os,Poste caído,Solucionado,10
674,11/9/2024,Santa Cruz,Norman Wells,Luminaria dañada,Solucionado,27
675,8/3/2024,Manrique,Daphu,Hueco en vía,Solucionado,13
676,2/18/2025,Robledo,Biwer,Poste caído,En proceso,
677,4/21/2025,San Javier,Rongxiang,Poste caído,Pendiente,
678,8/28/2024,Itagui,Anzi,Hueco en vía,Solucionado,7
679,1/2/2025,La Candelaria,Parigi,Hueco en vía,En proceso,
680,10/22/2024,Manrique,Yangdi,Alcantarillado colapsado,Pendiente,
681,7/2/2024,Itagui,Melati,Hueco en vía,En proceso,
682,9/8/2024,Aranjuez,Rio Negrinho,Hueco en vía,En proceso,
683,6/1/2024,Robledo,Qozonketkan,Luminaria dañada,En proceso,
684,12/30/2024,Santa Cruz,Čakovec,Poste caído,Pendiente,
685,7/13/2024,Itagui,San Vicente,Poste caído,Pendiente,
686,5/30/2024,Aranjuez,Mikró Monastíri,Alcantarillado colapsado,Solucionado,19
687,9/25/2024,Robledo,Pevek,Hueco en vía,Solucionado,11
688,2/22/2025,Doce de Octubre,Tuka,Hueco en vía,Solucionado,18
689,2/10/2025,San Javier,Sorinomo,Alcantarillado colapsado,En proceso,
690,9/15/2024,Aranjuez,Deder,Hueco en vía,Solucionado,24
691,7/27/2024,Envigado,Zhongcun,Poste caído,En proceso,
692,5/13/2025,Santo Domingo,Saratak,Hueco en vía,Pendiente,
693,7/24/2024,Doce de Octubre,Neebing,Alcantarillado colapsado,Pendiente,
694,9/13/2024,Aranjuez,Lethbridge,Alcantarillado colapsado,En proceso,
695,7/3/2024,Doce de Octubre,Goujie,Poste caído,Solucionado,23
696,9/20/2024,Manrique,Rizhao,Hueco en vía,Pendiente,
697,2/11/2025,Aranjuez,Penanggungan,Luminaria dañada,En proceso,
698,6/29/2024,Doce de Octubre,Joliette,Alcantarillado colapsado,Pendiente,
699,12/4/2024,Itagui,Pang,Luminaria dañada,En proceso,
700,3/10/2025,Envigado,Morris,Poste caído,Pendiente,
701,1/7/2025,Aranjuez,Kombolcha,Hueco en vía,En proceso,
702,1/26/2025,Aranjuez,Dún Laoghaire,Hueco en vía,En proceso,
703,8/13/2024,Manrique,Simeykyne,Luminaria dañada,Pendiente,
704,3/21/2025,Manrique,Al ‘Anān,Poste caído,Solucionado,19
705,3/23/2025,Santa Cruz,Tanrake Village,Alcantarillado colapsado,En proceso,
706,5/8/2025,Laureles,Annaka,Poste caído,En proceso,
707,3/27/2025,Guayabal,Sośnicowice,Luminaria dañada,Solucionado,24
708,9/2/2024,Aranjuez,Chennevières-sur-Marne,Luminaria dañada,Solucionado,30
709,4/3/2025,Manrique,La Motte-Servolex,Poste caído,Pendiente,
710,11/16/2024,La Candelaria,Huangbao,Luminaria dañada,En proceso,
711,2/22/2025,Robledo,Zhenzhushan,Alcantarillado colapsado,Pendiente,
712,1/5/2025,Aranjuez,Buenavista,Alcantarillado colapsado,En proceso,
713,10/16/2024,Envigado,Sukhirin,Luminaria dañada,En proceso,
714,7/29/2024,El Poblado,Frankfort,Alcantarillado colapsado,Solucionado,22
715,10/4/2024,Robledo,Yangzi Jianglu,Luminaria dañada,Pendiente,
716,11/14/2024,Itagui,Sapadun,Poste caído,En proceso,
717,11/26/2024,Guayabal,Palecenan,Poste caído,Solucionado,14
718,6/9/2024,Santo Domingo,Kaya,Poste caído,Pendiente,
719,9/1/2024,Santo Domingo,Ḩalāwah,Hueco en vía,En proceso,
720,7/30/2024,Aranjuez,Tuapukan,Poste caído,En proceso,
721,5/27/2025,Doce de Octubre,Bangkal,Hueco en vía,Pendiente,
722,9/19/2024,Villa Hermosa,Calatrava,Poste caído,Solucionado,16
723,12/4/2024,Doce de Octubre,Leixlip,Poste caído,En proceso,
724,10/4/2024,Guayabal,Qa‘ţabah,Hueco en vía,Pendiente,
725,3/29/2025,Manrique,Gabi,Luminaria dañada,En proceso,
726,4/8/2025,Aranjuez,Kuala Lumpur,Alcantarillado colapsado,En proceso,
727,11/17/2024,Belen,Bradag,Alcantarillado colapsado,En proceso,
728,9/11/2024,Itagui,Zavety Il’icha,Luminaria dañada,En proceso,
729,10/15/2024,Santa Cruz,‘Eilabun,Alcantarillado colapsado,Pendiente,
730,3/9/2025,Aranjuez,Lékoni,Luminaria dañada,En proceso,
731,10/25/2024,Castilla,Wailang,Hueco en vía,Pendiente,
732,5/30/2024,Laureles,Maipú,Hueco en vía,En proceso,
733,4/1/2025,Villa Hermosa,Pillpinto,Alcantarillado colapsado,Pendiente,
734,2/25/2025,El Poblado,Victoria,Hueco en vía,Solucionado,21
